classification	reason	file	line	column	value	context	decision	replacement
ambiguous	No deterministic value relationship	specification/supported_features/commitment_program_eligibility_details.md	82	58	Unused	"Note: Unused commitment rows (CommitmentDiscountStatus = ""Unused"") have CommitmentDiscountId populated and will artificially inflate both the numerator and the denominator if left in the dataset. To calculate a true, utilization-adjusted coverage rate, practitioners should additionally filter out these rows (e.g., AND CU.CommitmentDiscountStatus != 'Unused')."	manual_apply	`Unused`
ambiguous	No deterministic value relationship	specification/supported_features/commitment_program_eligibility_details.md	152	204	Advance Resource Commitment	"The query filters [CommitmentProgramEligibilityDetails](#datamodel.costandusage.commitmentprogrameligibilitydetails) to rows whose `ProgramType` values correspond to capacity-reservation programs (e.g., ""Advance Resource Commitment"", ""Zonal Resource Commitment""). It then uses CapacityReservationId and CapacityReservationStatus to determine reservation utilization."	manual_apply	`Advance Resource Commitment`
ambiguous	No deterministic value relationship	specification/supported_features/commitment_program_eligibility_details.md	152	235	Zonal Resource Commitment	"The query filters [CommitmentProgramEligibilityDetails](#datamodel.costandusage.commitmentprogrameligibilitydetails) to rows whose `ProgramType` values correspond to capacity-reservation programs (e.g., ""Advance Resource Commitment"", ""Zonal Resource Commitment""). It then uses CapacityReservationId and CapacityReservationStatus to determine reservation utilization."	manual_apply	`Zonal Resource Commitment`
value_high	Explicit value context	specification/appendix/ai_model_identity_examples.md	27	280	Input Tokens	"* The split between input and output tokens is structural. Each is a separate [*SKU*](#glossary:sku) with its own [SkuId](#datamodel.costandusage.skuid) and [SkuPriceId](#datamodel.costandusage.skupriceid), distinguished by [SkuMeter](#datamodel.costandusage.skumeter) values of ""Input Tokens"" and ""Output Tokens"". No separate token-type property is used."	classified_high	`Input Tokens`
value_high	Same line as explicit value context	specification/appendix/ai_model_identity_examples.md	27	299	Output Tokens	"* The split between input and output tokens is structural. Each is a separate [*SKU*](#glossary:sku) with its own [SkuId](#datamodel.costandusage.skuid) and [SkuPriceId](#datamodel.costandusage.skupriceid), distinguished by [SkuMeter](#datamodel.costandusage.skumeter) values of ""Input Tokens"" and ""Output Tokens"". No separate token-type property is used."	classified_high	`Output Tokens`
value_high	Entity predicate (ConsumedQuantity)	specification/appendix/ai_model_identity_examples.md	28	150	Tokens	"* [ConsumedQuantity](#datamodel.costandusage.consumedquantity) holds the raw token count and [ConsumedUnit](#datamodel.costandusage.consumedunit) is ""Tokens"", while [PricingQuantity](#datamodel.costandusage.pricingquantity) holds the priced volume and [PricingUnit](#datamodel.costandusage.pricingunit) is ""1000000 Tokens""."	classified_high	`Tokens`
value_high	Entity predicate (PricingQuantity)	specification/appendix/ai_model_identity_examples.md	28	307	1000000 Tokens	"* [ConsumedQuantity](#datamodel.costandusage.consumedquantity) holds the raw token count and [ConsumedUnit](#datamodel.costandusage.consumedunit) is ""Tokens"", while [PricingQuantity](#datamodel.costandusage.pricingquantity) holds the priced volume and [PricingUnit](#datamodel.costandusage.pricingunit) is ""1000000 Tokens""."	classified_high	`1000000 Tokens`
ambiguous	No deterministic value relationship	specification/appendix/ai_model_identity_examples.md	42	19	Solora AI	"* ModelDeveloper (""Solora AI"") differs from ServiceProviderName (""LatticeScale""). The model developer is not represented by any existing participating-entity column, which is why model identity is carried as its own property."	manual_apply	`Solora AI`
ambiguous	No deterministic value relationship	specification/appendix/ai_model_identity_examples.md	42	66	LatticeScale	"* ModelDeveloper (""Solora AI"") differs from ServiceProviderName (""LatticeScale""). The model developer is not represented by any existing participating-entity column, which is why model identity is carried as its own property."	manual_apply	`LatticeScale`
ambiguous	No deterministic value relationship	specification/appendix/ai_model_identity_examples.md	43	63	latticescale.solora-reasoning-pro	"* The served ModelId is namespaced by the *service provider* (""latticescale.solora-reasoning-pro""), so the other model-identity properties (ModelDeveloper, ModelFamily, and ModelVersion) are what associate the charge with the underlying model across *service providers*."	manual_apply	`latticescale.solora-reasoning-pro`
ambiguous	No deterministic value relationship	specification/supported_features/effective_cost.md	7	584	Used	"For [*charges*](#glossary:charge) that are not *covered charges*, EffectiveCost reflects the same amount as [BilledCost](#datamodel.costandusage.billedcost). For *covering charges* (e.g., [*commitment discount*](#glossary:commitment-discount) purchases, prepayments, or marketplace purchases), EffectiveCost is 0 because their cost is recognized on the *covered charges* instead. In *commitment discount* scenarios, [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) distinguishes whether amortized cost was allocated to consumed *resources* or *services* (""Used"") or remained unallocated (""Unused"")."	manual_apply	`Used`
ambiguous	No deterministic value relationship	specification/supported_features/effective_cost.md	7	617	Unused	"For [*charges*](#glossary:charge) that are not *covered charges*, EffectiveCost reflects the same amount as [BilledCost](#datamodel.costandusage.billedcost). For *covering charges* (e.g., [*commitment discount*](#glossary:commitment-discount) purchases, prepayments, or marketplace purchases), EffectiveCost is 0 because their cost is recognized on the *covered charges* instead. In *commitment discount* scenarios, [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) distinguishes whether amortized cost was allocated to consumed *resources* or *services* (""Used"") or remained unallocated (""Unused"")."	manual_apply	`Unused`
value_high	Entity predicate (BillingPeriodStatus)	specification/datasets/invoice_detail/columns/invoicedetailcreated.md	13	560	Closed	"* InvoiceDetailCreated for a given [BillingPeriodStart](#datamodel.invoicedetail.billingperiodstart) and [InvoiceIssuerName](#datamodel.invoicedetail.invoiceissuername) MUST be earlier than or equal to [BillingPeriod.BillingPeriodLastUpdated](#datamodel.billingperiod.billingperiodlastupdated) for the same [BillingPeriod.BillingPeriodStart](#datamodel.billingperiod.billingperiodstart) and [BillingPeriod.InvoiceIssuerName](#datamodel.billingperiod.invoiceissuername) when [BillingPeriod.BillingPeriodStatus](#datamodel.billingperiod.billingperiodstatus) is ""Closed""."	classified_high	`Closed`
value_high	Entity predicate (InvoiceIssueStatus)	specification/datasets/invoice_detail/columns/billedcost.md	20	385	Issued	"* The sum of BilledCost for a given [InvoiceDetailId](#datamodel.invoicedetail.invoicedetailid), [InvoiceId](#datamodel.invoicedetail.invoiceid), and [InvoiceIssuerName](#datamodel.invoicedetail.invoiceissuername) MUST be equal to the payable amount provided in the corresponding entries on the issued invoice when [InvoiceIssueStatus](#datamodel.invoicedetail.invoiceissuestatus) is ""Issued""."	classified_high	`Issued`
value_high	Entity predicate (ChargeCategory)	specification/datasets/invoice_detail/columns/billedcost.md	22	75	Tax	"* When [ChargeCategory](#datamodel.invoicedetail.chargecategory) is not ""Tax"" and [InvoiceIssueStatus](#datamodel.invoicedetail.invoiceissuestatus) is not ""Open"", the sum of BilledCost MUST NOT differ from the sum of [CostAndUsage.BilledCost](#datamodel.costandusage.billedcost) by more than `MAX(100 × Subunit, (SQRT(Rows) × 0.5) × Subunit)` as defined in [Rounding Variance Tolerance](#appendix.roundingvariancetolerance)."	classified_high	`Tax`
value_high	Entity predicate (InvoiceIssueStatus)	specification/datasets/invoice_detail/columns/billedcost.md	22	158	Open	"* When [ChargeCategory](#datamodel.invoicedetail.chargecategory) is not ""Tax"" and [InvoiceIssueStatus](#datamodel.invoicedetail.invoiceissuestatus) is not ""Open"", the sum of BilledCost MUST NOT differ from the sum of [CostAndUsage.BilledCost](#datamodel.costandusage.billedcost) by more than `MAX(100 × Subunit, (SQRT(Rows) × 0.5) × Subunit)` as defined in [Rounding Variance Tolerance](#appendix.roundingvariancetolerance)."	classified_high	`Open`
value_high	Entity predicate (ChargeCategory)	specification/datasets/invoice_detail/columns/billedcost.md	23	71	Tax	"* When [ChargeCategory](#datamodel.invoicedetail.chargecategory) is ""Tax"" or [InvoiceIssueStatus](#datamodel.invoicedetail.invoiceissuestatus) is ""Open"", the sum of BilledCost MAY differ from the sum of [CostAndUsage.BilledCost](#datamodel.costandusage.billedcost)."	classified_high	`Tax`
value_high	Entity predicate (InvoiceIssueStatus)	specification/datasets/invoice_detail/columns/billedcost.md	23	149	Open	"* When [ChargeCategory](#datamodel.invoicedetail.chargecategory) is ""Tax"" or [InvoiceIssueStatus](#datamodel.invoicedetail.invoiceissuestatus) is ""Open"", the sum of BilledCost MAY differ from the sum of [CostAndUsage.BilledCost](#datamodel.costandusage.billedcost)."	classified_high	`Open`
