classification	reason	file	line	column	value	context	decision	rationale
ambiguous	No deterministic value relationship	ERRATA.md	30	37	Id	"| **#3: Inconsistent use of ""ID"" vs ""Id""** | Section 3.1.31, various lines (e.g., [74](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L74)) | **ContractID**, **ContractCommitmentID**, and **ResourceID** | **ContractId**, **ContractCommitmentId**, and **ResourceId** | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Same line as explicit value context	ERRATA.md	38	260	Elements	"| **#5: Five vs four key-value pairs** | Section 3.1.31.1.2, line [36](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L36) | ""Elements"" objects MUST contain **four** key-value pairs... (`ContractId` excluded) | ""Elements"" objects MUST contain **five** key-value pairs... (`ContractId` included) | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Normative entity context (ContractId)	ERRATA.md	38	346	Elements	"| **#5: Five vs four key-value pairs** | Section 3.1.31.1.2, line [36](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/blob/c67b95bd40e6fb43a57f74a53a615c4d6d3c118f/specification/datasets/cost_and_usage/columns/contractapplied.md?plain=1#L36) | ""Elements"" objects MUST contain **four** key-value pairs... (`ContractId` excluded) | ""Elements"" objects MUST contain **five** key-value pairs... (`ContractId` included) | Issue: [#2048](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2048)<br>PR: [#2052](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/pull/2052) |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	13	35	column id	"- Simple lowercase words (e.g., ""column id"" → ""Column Id"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	13	49	Column Id	"- Simple lowercase words (e.g., ""column id"" → ""Column Id"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	14	39	description with bad case	"- Minor words incorrect case (e.g., ""description with bad case"" → ""Description with Bad Case"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	14	69	Description with Bad Case	"- Minor words incorrect case (e.g., ""description with bad case"" → ""Description with Bad Case"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	15	29	Hyphenated-word	"- Hyphenated words (e.g., ""Hyphenated-word"" → ""Hyphenated-Word"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	15	49	Hyphenated-Word	"- Hyphenated words (e.g., ""Hyphenated-word"" → ""Hyphenated-Word"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	16	29	Multi-part-hyphenated Header test	"- Multiple hyphens (e.g., ""Multi-part-hyphenated Header test"" → ""Multi-Part-Hyphenated Header Test"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	16	67	Multi-Part-Hyphenated Header Test	"- Multiple hyphens (e.g., ""Multi-part-hyphenated Header test"" → ""Multi-Part-Hyphenated Header Test"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	17	33	API-based Integration for Real-time	"- Acronyms and hyphens (e.g., ""API-based Integration for Real-time"" → ""API-Based Integration for Real-Time"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	17	73	API-Based Integration for Real-Time	"- Acronyms and hyphens (e.g., ""API-based Integration for Real-time"" → ""API-Based Integration for Real-Time"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	18	38	Cost-to-usage Ratio analysis	"- Compound hyphenated terms (e.g., ""Cost-to-usage Ratio analysis"" → ""Cost-To-Usage Ratio Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	18	71	Cost-To-Usage Ratio Analysis	"- Compound hyphenated terms (e.g., ""Cost-to-usage Ratio analysis"" → ""Cost-To-Usage Ratio Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	19	23	Cost Analysis: a comprehensive guide	"- Colon rule (e.g., ""Cost Analysis: a comprehensive guide"" → ""Cost Analysis: A Comprehensive Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	19	64	Cost Analysis: A Comprehensive Guide	"- Colon rule (e.g., ""Cost Analysis: a comprehensive guide"" → ""Cost Analysis: A Comprehensive Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	20	34	the Cost Analysis Guide	"- First word minor word (e.g., ""the Cost Analysis Guide"" → ""The Cost Analysis Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	20	62	The Cost Analysis Guide	"- First word minor word (e.g., ""the Cost Analysis Guide"" → ""The Cost Analysis Guide"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	21	33	Guide to the	"- Last word minor word (e.g., ""Guide to the"" → ""Guide to The"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	21	50	Guide to The	"- Last word minor word (e.g., ""Guide to the"" → ""Guide to The"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	22	28	Section A: part B: the details	"- Multiple colons (e.g., ""Section A: part B: the details"" → ""Section A: Part B: The Details"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	22	63	Section A: Part B: The Details	"- Multiple colons (e.g., ""Section A: part B: the details"" → ""Section A: Part B: The Details"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	23	21	Using [FOCUS] for cost Analysis	"- Brackets (e.g., ""Using [FOCUS] for cost Analysis"" → ""Using [FOCUS] for Cost Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	23	57	Using [FOCUS] for Cost Analysis	"- Brackets (e.g., ""Using [FOCUS] for cost Analysis"" → ""Using [FOCUS] for Cost Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	24	28	Cost/usage Analysis Report	"- Forward slashes (e.g., ""Cost/usage Analysis Report"" → ""Cost/Usage Analysis Report"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	24	59	Cost/Usage Analysis Report	"- Forward slashes (e.g., ""Cost/usage Analysis Report"" → ""Cost/Usage Analysis Report"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	25	24	Provider's cost Data	"- Possessives (e.g., ""Provider's cost Data"" → ""Provider's Cost Data"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	25	49	Provider's Cost Data	"- Possessives (e.g., ""Provider's cost Data"" → ""Provider's Cost Data"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	26	34	When A Dataset is Created	"- Article 'a' in middle (e.g., ""When A Dataset is Created"" → ""When a Dataset Is Created"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	26	64	When a Dataset Is Created	"- Article 'a' in middle (e.g., ""When A Dataset is Created"" → ""When a Dataset Is Created"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	27	44	Section A:	"- Designation letters vs articles (e.g., ""Section A:"" preserves capital, but ""Creating A New"" lowercases article)"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	27	80	Creating A New	"- Designation letters vs articles (e.g., ""Section A:"" preserves capital, but ""Creating A New"" lowercases article)"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
